"X","cas_nakupu","produkt","cena","krajina","quartal","kategoria","kluc"
"1364","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1365","Jan","Tricko","10","SK","Q1","Oblecenie","BA"
"1366","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1367","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1368","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1369","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1370","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1371","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1372","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1373","Jan","Tricko","10","SK","Q1","Oblecenie","BA"
"1374","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1375","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1376","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1377","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1378","Jan","Laptop","540","SK","Q1","Elektro","BA"
"1379","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1380","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1381","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1382","Jan","Laptop","540","SK","Q1","Elektro","BA"
"1383","Jan","Mobil","230","SK","Q1","Elektro","BA"
"1384","Jan","Laptop","540","SK","Q1","Elektro","BA"
"1385","Jan","Sveter","25","SK","Q1","Oblecenie","BA"
"1386","Jan","Tricko","10","SK","Q1","Oblecenie","BA"
"1387","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1388","Jan","Tricko","10","SK","Q1","Oblecenie","BA"
"1389","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1390","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1391","Jan","Tricko","10","SK","Q1","Oblecenie","BA"
"1392","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1393","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1394","Jan","Sveter","25","SK","Q1","Oblecenie","BA"
"1395","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1396","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1397","Jan","Sveter","25","SK","Q1","Oblecenie","BA"
"1398","Jan","Laptop","540","SK","Q1","Elektro","BA"
"1399","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1400","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1401","Jan","Tricko","10","SK","Q1","Oblecenie","BA"
"1402","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1403","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1404","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1405","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1406","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1407","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1408","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1409","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1410","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1411","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1412","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1413","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1414","Jan","Tricko","10","SK","Q1","Oblecenie","BA"
"1415","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1416","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1417","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1418","Jan","Sveter","25","SK","Q1","Oblecenie","BA"
"1419","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1420","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1421","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1422","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1423","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1424","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1425","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1426","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1427","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1428","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1429","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1430","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1431","Jan","Mobil","230","SK","Q1","Elektro","BA"
"1432","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1433","Jan","Tricko","10","SK","Q1","Oblecenie","BA"
"1434","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1435","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1436","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1437","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1438","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1439","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1440","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1441","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1442","Jan","Mobil","230","SK","Q1","Elektro","BA"
"1443","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1444","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1445","Jan","Laptop","540","SK","Q1","Elektro","BA"
"1446","Jan","Tricko","10","SK","Q1","Oblecenie","BA"
"1447","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1448","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1449","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1450","Jan","Laptop","540","SK","Q1","Elektro","BA"
"1451","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1452","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1453","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1454","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1455","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1456","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1457","Jan","Mobil","230","SK","Q1","Elektro","BA"
"1458","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1459","Jan","Sveter","25","SK","Q1","Oblecenie","BA"
"1460","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1461","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1462","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1463","Jan","Tricko","10","SK","Q1","Oblecenie","BA"
"1464","Jan","Sveter","25","SK","Q1","Oblecenie","BA"
"1465","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1466","Jan","Tricko","10","SK","Q1","Oblecenie","BA"
"1467","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1468","Jan","Tablet","350","SK","Q1","Elektro","BA"
"1469","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1470","Jan","Sveter","25","SK","Q1","Oblecenie","BA"
"1471","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1472","Jan","Mobil","230","SK","Q1","Elektro","BA"
"1473","Jan","Tricko","10","SK","Q1","Oblecenie","BA"
"1474","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1475","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1476","Jan","Tricko","10","SK","Q1","Oblecenie","BA"
"1477","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1478","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1479","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1480","Jan","Sveter","25","SK","Q1","Oblecenie","BA"
"1481","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1482","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1483","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1484","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1485","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1486","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1487","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1488","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1489","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1490","Jan","Tricko","10","SK","Q1","Oblecenie","BA"
"1491","Jan","Tricko","10","SK","Q1","Oblecenie","BA"
"1492","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1493","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1494","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1495","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1496","Jan","Tricko","10","SK","Q1","Oblecenie","BA"
"1497","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1498","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1499","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1500","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1501","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1502","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1503","Jan","Tricko","10","SK","Q1","Oblecenie","BA"
"1504","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1505","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1506","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1507","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1508","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1509","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1510","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1511","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1512","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1513","Jan","Laptop","540","SK","Q1","Elektro","BA"
"1514","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1515","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1516","Jan","Tricko","10","SK","Q1","Oblecenie","BA"
"1517","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1518","Jan","Sveter","25","SK","Q1","Oblecenie","BA"
"1519","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1520","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1521","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1522","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1523","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1524","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1525","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1526","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1527","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1528","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1529","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1530","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1531","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1532","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1533","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1534","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1535","Jan","Chlieb","2","SK","Q1","Jedlo","BA"
"1536","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1537","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1538","Jan","Sveter","25","SK","Q1","Oblecenie","BA"
"1539","Jan","Tricko","10","SK","Q1","Oblecenie","BA"
"1540","Jan","Mlieko","3","SK","Q1","Jedlo","BA"
"1541","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1542","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1543","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1544","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1545","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1546","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1547","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1548","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1549","Feb","Sveter","25","SK","Q1","Oblecenie","BA"
"1550","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1551","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1552","Feb","Tricko","10","SK","Q1","Oblecenie","BA"
"1553","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1554","Feb","Tricko","10","SK","Q1","Oblecenie","BA"
"1555","Feb","Laptop","540","SK","Q1","Elektro","BA"
"1556","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1557","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1558","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1559","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1560","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1561","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1562","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1563","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1564","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1565","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1566","Feb","Tricko","10","SK","Q1","Oblecenie","BA"
"1567","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1568","Feb","Sveter","25","SK","Q1","Oblecenie","BA"
"1569","Feb","Tricko","10","SK","Q1","Oblecenie","BA"
"1570","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1571","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1572","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1573","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1574","Feb","Tricko","10","SK","Q1","Oblecenie","BA"
"1575","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1576","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1577","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1578","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1579","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1580","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1581","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1582","Feb","Tricko","10","SK","Q1","Oblecenie","BA"
"1583","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1584","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1585","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1586","Feb","Sveter","25","SK","Q1","Oblecenie","BA"
"1587","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1588","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1589","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1590","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1591","Feb","Sveter","25","SK","Q1","Oblecenie","BA"
"1592","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1593","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1594","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1595","Feb","Tricko","10","SK","Q1","Oblecenie","BA"
"1596","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1597","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1598","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1599","Feb","Sveter","25","SK","Q1","Oblecenie","BA"
"1600","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1601","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1602","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1603","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1604","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1605","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1606","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1607","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1608","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1609","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1610","Feb","Sveter","25","SK","Q1","Oblecenie","BA"
"1611","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1612","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1613","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1614","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1615","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1616","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1617","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1618","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1619","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1620","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1621","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1622","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1623","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1624","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1625","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1626","Feb","Tricko","10","SK","Q1","Oblecenie","BA"
"1627","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1628","Feb","Tricko","10","SK","Q1","Oblecenie","BA"
"1629","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1630","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1631","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1632","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1633","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1634","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1635","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1636","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1637","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1638","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1639","Feb","Tricko","10","SK","Q1","Oblecenie","BA"
"1640","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1641","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1642","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1643","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1644","Feb","Tricko","10","SK","Q1","Oblecenie","BA"
"1645","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1646","Feb","Laptop","540","SK","Q1","Elektro","BA"
"1647","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1648","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1649","Feb","Tablet","350","SK","Q1","Elektro","BA"
"1650","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1651","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1652","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1653","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1654","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1655","Feb","Tricko","10","SK","Q1","Oblecenie","BA"
"1656","Feb","Tricko","10","SK","Q1","Oblecenie","BA"
"1657","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1658","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1659","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1660","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1661","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1662","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1663","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1664","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1665","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1666","Feb","Tricko","10","SK","Q1","Oblecenie","BA"
"1667","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1668","Feb","Sveter","25","SK","Q1","Oblecenie","BA"
"1669","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1670","Feb","Sveter","25","SK","Q1","Oblecenie","BA"
"1671","Feb","Tricko","10","SK","Q1","Oblecenie","BA"
"1672","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1673","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1674","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1675","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1676","Feb","Sveter","25","SK","Q1","Oblecenie","BA"
"1677","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1678","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1679","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1680","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1681","Feb","Tablet","350","SK","Q1","Elektro","BA"
"1682","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1683","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1684","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1685","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1686","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1687","Feb","Tricko","10","SK","Q1","Oblecenie","BA"
"1688","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1689","Feb","Tricko","10","SK","Q1","Oblecenie","BA"
"1690","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1691","Feb","Tricko","10","SK","Q1","Oblecenie","BA"
"1692","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1693","Feb","Tricko","10","SK","Q1","Oblecenie","BA"
"1694","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1695","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1696","Feb","Laptop","540","SK","Q1","Elektro","BA"
"1697","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1698","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1699","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1700","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1701","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1702","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1703","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1704","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1705","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1706","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1707","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1708","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1709","Feb","Tablet","350","SK","Q1","Elektro","BA"
"1710","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1711","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1712","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1713","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1714","Feb","Tricko","10","SK","Q1","Oblecenie","BA"
"1715","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1716","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1717","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1718","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1719","Feb","Sveter","25","SK","Q1","Oblecenie","BA"
"1720","Feb","Tricko","10","SK","Q1","Oblecenie","BA"
"1721","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1722","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1723","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1724","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1725","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1726","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1727","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1728","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1729","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1730","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1731","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1732","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1733","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1734","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1735","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1736","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1737","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1738","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1739","Feb","Sveter","25","SK","Q1","Oblecenie","BA"
"1740","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1741","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1742","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1743","Feb","Sveter","25","SK","Q1","Oblecenie","BA"
"1744","Feb","Tricko","10","SK","Q1","Oblecenie","BA"
"1745","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1746","Feb","Tricko","10","SK","Q1","Oblecenie","BA"
"1747","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1748","Feb","Tricko","10","SK","Q1","Oblecenie","BA"
"1749","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1750","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1751","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1752","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1753","Feb","Sveter","25","SK","Q1","Oblecenie","BA"
"1754","Feb","Mobil","230","SK","Q1","Elektro","BA"
"1755","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1756","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1757","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1758","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1759","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1760","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1761","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1762","Feb","Tablet","350","SK","Q1","Elektro","BA"
"1763","Feb","Laptop","540","SK","Q1","Elektro","BA"
"1764","Feb","Tricko","10","SK","Q1","Oblecenie","BA"
"1765","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1766","Feb","Tricko","10","SK","Q1","Oblecenie","BA"
"1767","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1768","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1769","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1770","Feb","Sveter","25","SK","Q1","Oblecenie","BA"
"1771","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1772","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1773","Feb","Sveter","25","SK","Q1","Oblecenie","BA"
"1774","Feb","Mobil","230","SK","Q1","Elektro","BA"
"1775","Feb","Sveter","25","SK","Q1","Oblecenie","BA"
"1776","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1777","Feb","Tricko","10","SK","Q1","Oblecenie","BA"
"1778","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1779","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1780","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1781","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
"1782","Feb","Mobil","230","SK","Q1","Elektro","BA"
"1783","Feb","Mobil","230","SK","Q1","Elektro","BA"
"1784","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1785","Feb","Mlieko","3","SK","Q1","Jedlo","BA"
"1786","Feb","Tricko","10","SK","Q1","Oblecenie","BA"
"1787","Feb","Chlieb","2","SK","Q1","Jedlo","BA"
